prompt,Result_amazon.nova-lite-v1:0,Result_amazon.nova-micro-v1:0,Result_amazon.nova-premier-v1:0,Result_amazon.nova-pro-v1:0,Result_anthropic.claude-3-5-haiku-20241022-v1:0,Result_anthropic.claude-3-5-sonnet-20240620-v1:0,Result_anthropic.claude-3-7-sonnet-20250219-v1:0,Result_gemini-2.5-flash,Result_gemini-2.5-pro,Result_gpt-4o,Result_gpt-4o-mini,Result_gpt-5,Result_meta.llama3-2-11b-instruct-v1:0,Result_meta.llama4-maverick-17b-instruct-v1:0,Result_meta.llama4-scout-17b-instruct-v1:0,Result_o1-mini,Score_amazon.nova-lite-v1:0,Score_amazon.nova-micro-v1:0,Score_amazon.nova-premier-v1:0,Score_amazon.nova-pro-v1:0,Score_anthropic.claude-3-5-haiku-20241022-v1:0,Score_anthropic.claude-3-5-sonnet-20240620-v1:0,Score_anthropic.claude-3-7-sonnet-20250219-v1:0,Score_gemini-2.5-flash,Score_gemini-2.5-pro,Score_gpt-4o,Score_gpt-4o-mini,Score_gpt-5,Score_meta.llama3-2-11b-instruct-v1:0,Score_meta.llama4-maverick-17b-instruct-v1:0,Score_meta.llama4-scout-17b-instruct-v1:0,Score_o1-mini
what was the date for the first release of god of thunder?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
what was the date for the first release of the revenge of larry?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the date of birth for brent corrigan?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what was the date of liverpool's final game in eng-premier league?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the date of the first dividend distribution for pev?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
what was the date of the first dividend payment made by blmn?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the date of the first dividend payout for gold?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the date of the initial dividend distribution for abcb?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the date of the last time metz competed in fra-ligue 1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the date of the last time tottenham competed in eng-premier league?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the date of the ufc event where sean o'malley beat aljamain sterling last year?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4
what was the date stan helsing was released for public view?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the date that jada pinkett married will smith?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,5,5,4,4,4,5,4,5,4,5,5,4
what was the date twists in the cord (or) … other extensions of the telephone was released for public view?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the date virgin territory was released for public view?,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
what was the debut movie directed by adam marcus?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the distance traveled if it went at a speed of 87 miles per hour in 30 minutes?,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5
what was the dividend distribution frequency for utah medical products in the year 2023?,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,4,4,5,4,4,4,5,5,4,5,4,5,5,5
"what was the dividend distribution schedule for dominion energy in 2022, was it quarterly, annually or something else?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1
what was the dividend payout for tomato's stock last year?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4
what was the earliest known museum?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,2,2,5,5,2,2,2,2,2,2,2,2,2,4
what was the final goal tally for las palmas in their last game in esp-la liga?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the final score of cavaliers's game on 2023-04-26?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the final score of grizzlies's game on 2023-04-28?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the final score of los angeles lakers's game on 2023-05-22?,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,2,5,2,2,2,5,2,2,2,2,2,2,4,5,5,5
what was the final stock price of mobix labs on the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"what was the final tally of points for minnesota timberwolves in 2022-12, taking into account all games played during that month?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the final win-loss result of cádiz's most recent match in esp-la liga?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,4,2,2,2
what was the first "talkie" musical?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"what was the first animated movie, full-length, ever released?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,5
what was the first film that norman johnson jr. had a role in?,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,5,5,5,5,4,3,5,1,1,1,5,5,1,5,3,2
what was the first movie directed by dito montiel?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
what was the first movie to be filmed entirely in outer space?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the first movie to feature a character with a rare genetic disorder as the main protagonist?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the first movie to feature a person who can control and manipulate the behavior of fire?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the first movie to feature a person who can control the weather?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the first movie to feature a person who can enter and manipulate people's dreams?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
what was the first movie to feature a person who can manipulate and control the fabric of reality itself?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
what was the first movie to feature a person who can transform into a werewolf?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,3,2,2,2,2,2,2,2,3,4,5
what was the first movie to feature a predominantly deaf cast and use american sign language as its primary language?,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,2,1,2,2,2,3
what was the first movie to use artificial intelligence to create the entire movie script and direction?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3
what was the first policy donald trump passed in his second term?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,5
what was the first project that alexandre aja worked on as a director?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,4
what was the first studio album from the group that michael jackson was in?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what was the global box office income for hustle & flow?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
what was the global box office income for we bought a zoo?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the global box office revenue for caught up?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the global box office revenue for neverwas?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the goal tally for metz in their most recent game in fra-ligue 1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the goal total for clermont foot in their last match in fra-ligue 1?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the goal total for cádiz in their last appearance in esp-la liga?,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
what was the goal total for rennes in their last match in fra-ligue 1?,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,5,5,2,1,1,5,5,-1,5,5,5,4,1,3
what was the high price of tesla on feb 14 2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
what was the highest price of bitcoin in the past decade?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
what was the highest stock price of cnfr on a daily basis this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the highest stock price of frsh on a daily basis this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the highest-grossing film in 2008?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,4,5,2,5,5,2,5,2,2,2,5,2
what was the highest-grossing movie in the box office in 2023?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,5,5,3,4,3,3,3,3,3,5,5,5
what was the initial release date of the book of manning?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the initial release date of thick as thieves in us?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what was the initial stock price of glac on the last tues?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the lakers' record the year kobe bryant won mvp?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
what was the last date on which ior paid out dividends?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the last date that ghc distributed dividends?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the last time afb distributed dividends to shareholders?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
what was the last time avgo distributed dividends to its shareholders?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the location of burnley's most recent eng-premier league game? was it a home game or an away game?,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,1,2,4,4,5,5,4,5,2,2,4,1,4
what was the location where vincent van gogh painted number 17a?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
what was the low price of meta stock on feb 14 2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the lowest point that apx acquisition corp. i's stock price fell to during the previous month?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the minimum stock price of aurora mobile limited over the past month?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the minimum stock price of crescent capital bdc over the past month?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the minimum stock price of farmer brothers company that was observed during the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
what was the month it was announced they would create star war the force awakens?,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,2,3,3,5,1,1,1,1,1,3,3,3,4,1,5
what was the most popular dog breed in 2005?,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,5,3,3,4,4,3,3,3,3,3,3,1,5,3,5
"what was the most popular music genre in 2001, rap or pop?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2
what was the most recent date that lgi paid dividends to its investors?,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
what was the name of justin bieber's album last year?,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2
what was the name of the 1999 film that kirsten storms starred in?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
"what was the name of the movie that won the most academy awards in a single year, including best picture, best director, and best actor?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,4
"what was the name of the movie that won the most golden globe awards in a single year, including best motion picture – drama, best director, and best actor – motion picture drama?",1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,2,4,2,2,1,1,1,2,1,1,1,2,2,1,1,3
what was the name of the robot character in the movie "the notebook"?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
what was the number of days that cpi aerostructures saw a higher open price from the previous day's close this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
what was the number of losses milwaukee bucks had as the home team during 2022-12?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the number of shares that changed hands for ccldp on the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the number of shares traded for adsk on the final trading day?,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,1,1,1,1,3,3,1,2,2,3,1,1
what was the number of shares traded for leo on the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
what was the number of shares traded for ovbc on the previous trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the number of shares traded for xpev on the last day of trading?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the number of times los angeles lakers failed to win at home in 2023-01?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the number of victories houston rockets had in 2022?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the open price of inaqw on last tues?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the open price of krtx on last monday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2
what was the open price of kvac last friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the open price of mny on the tues from the past week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the open price of pavs last friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the open price of sabsw on the most recent friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the opening market price of dbx on last monday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"what was the opening price of microsoft (msft) on february 09, 2024?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the opening price of nike stock in january last year?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the opening stock price of sats on the tues of the past week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the original language that extortion came out in?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the outcome of mallorca's last game in esp-la liga?,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,5
what was the outcome of marseille's last match in fra-ligue 1? did they win or lose?,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,4
what was the outcome of sheffield utd's most recent match in eng-premier league?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the overall score of dallas mavericks during 2022-01?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the overall scoring figure for charlotte hornets in 2022-12?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the overall worldwide box office revenue for invictus?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5
what was the overall worldwide box office revenue for the deep blue sea?,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
what was the peak daily stock price of hour over the past week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the peak daily stock price of nov over the past week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the peak stock price of erf during the past week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
what was the point total for warriors on 2023-05-12?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the premiere date of freddy vs. jason vs. ash?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
what was the premiere date of titanic: 100 years on?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
what was the price of fsfg at the end of the trading day yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the price of grts stock when the market opened on last friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the price of hofv stock at the end of the last day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2
what was the price of inta at the end of the day yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the price of mfa financial's stock when the market first opened today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the price of nke at the end of the trading session on the last trading day?,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,1,1,1,2,2,2,4,2,1
what was the price of nouveau monde graphite's stock when the market closed on the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the price of rs stock at closing time on the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the price of upst at the close of trading on the previous day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the pricing of the most recent ipo for a major social media company?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2
what was the profession of kim kardashian's second spouse?,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,4,5,1,3,1,1,4,1,1,1,1,3,4,3,2,2
what was the release date for the famous passenger 57?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the scoring total for boston celtics on 2023-05-29?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the singer of the song that won song of the year in the 59th grammy (2016)?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the starting stock price of ficvu on last tuesday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2
what was the stock price of amtd at the close of market yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1
what was the stock price of fexdr at the close of trading yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the stock price of four leaf acquisition corporation at the close of the last month?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the stock price of glpi at the close yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2
what was the stock price of nmr at the end of the trading yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2
what was the stock price of northern trust corporation at the closing yesterday?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
what was the stock price of opxs at the close of market yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
what was the time frame during which vincent van gogh transitioned to working in the style of frida kahlo?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,5
what was the time gap of the release dates of matrix 1 and matrix 2 movies?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,5,5,4,4,4,3,4,3,4,5,5,5
what was the title of the movie that won the best animated feature film award at the oscars in 2020?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
what was the total amount of assets under management (aum) by hedge funds in the united states as of november 2017?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
what was the total amount of corporate bonds issued in the united states in 2020?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the total amount of dividends paid out by companies in the energy sector in 2023?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the total amount of dividends paid out by regency centers in the last year?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the total amount of green bonds issued globally in january 2024?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the total amount of venture capital investment in renewable energy startups in the united states during 2022?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2
what was the total box office earnings for die hard 2 worldwide?,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
what was the total box office earnings for the proposal?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the total box office receipts for all the queen's men worldwide?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the total box office receipts for mutant chronicles?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the total market value of aisp's shares?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the total number of shares traded for special opportunities fund during the first week of february?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"what was the total points tally for indiana pacers in 2022-12, encompassing all games played during that month?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"what was the total revenue of the top earning company worldwide, target?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the total trading volume of metlife during the first week of february?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
